index,Text,Tag,sentence_id
1403,nhiều khi thực_tế khác hẳn với lý_thuyết . lúc đó phải vận_dụng kinh_nghiệm và sự nhanh_trí của con_người để giải_quyết . đừng cố tranh_cãi bảo_thủ theo lý_thuyết,[1. 0.],1403
1404,lại là ma_tuý dẫn lối,[0. 0.],1404
1405,huế của tôi thật tội_nghiệp _,[0. 0.],1405
1406,"có . diện_tích tam_giác không bị giới_hạn bởi đường_cao của nó . vẽ tam_giác_cân có chiều cao . mm , cạnh_đáy vài vô_tận diện_tích vô_tận , tổng đường_cao mm",[1. 0.],1406
1407,đánh cháu bé thì thật xấu_hổ truy_tố hình_sự đi tôi ủng_hộ,[0. 0.],1407
1408,một phát_minh vĩ_đại và thay_đổi thế giới.đến bây_giờ người ta sử_dụng điện_thoại nhiều hơn máy_tính .,[0. 0.],1408
1409,"có tới tiền_án thì chắc chắc là sự khoan_hồng đặt nhầm chổ rồi , làm_ơn cho đi xa và lâu hộ",[0. 1.],1409
1410,không_thể để đi vì ông không thấy đội nào chịu bỏ tiền ra mua thôi .,[0. 0.],1410
1411,cứ xử mức khung cao nhất của tội nặng nhất,[0. 1.],1411
1412,sao ko trồng cây rễ_cọc mà trồng cây rễ_chùm như_thế hỏi sao ko bật gốc,[1. 0.],1412
1413,thời_gian không chừa ai,[0. 0.],1413
1414,i sedan xấu sau toyota wigo . dáng lục_cục dỡ dỡ ương ương,[1. 1.],1414
1415,quá haychúc mừng các chiến_sĩ công_an đã lập chiến_công,[0. 0.],1415
1416,"tài_năng nở sớm nếu không kế_hoạch chăm_sóc , nuôi_dưỡng và sử_dụng cho khoa_học thì rất lãng_phí cho đất_nước . thế_giới đã từng để thui_chột những con_người như_vậy",[0. 0.],1416
1417,cứ thịt tươi mà ăn,[0. 0.],1417
1418,may ma no chưa căn anh ta,[0. 0.],1418
1419,"soluto vẫn ổn hơn chứ , máy_móc tất_nhiên bốc hơn cvt rồi",[1. 0.],1419
1420,ngày đầu_tiên đi học quả_thật là rất đau_lòng .,[0. 0.],1420
1421,ghét nhất nuôi chó không đảm_bảo an_toàn cho người xung_quanh,[0. 0.],1421
1422,"phải đợi phân_huỷ rồi mới làm phân cá , các thanh_niên a .",[1. 0.],1422
1423,điều tôi quan_tâm là mức xử_phạt những đối_tượng này là bao_nhiêu năm tù buôn_bán g cũng bị tử_hình . ở đây tàng_trữ hàng g thì xử_lý ra sao,[1. 0.],1423
1424,"cá_voi sát_thủ thông_minh , đứng đầu chuỗi thức_ăn đang đại_diện cho muôn loài trả_thù con_người vì đã làm hại chúng quá nhiều .",[0. 0.],1424
1425,chắc bà cũng có võ nên mới biết thế_mà oánh,[0. 0.],1425
1426,"lionel messi qbv , giày vàng , danh hiệucristiano ronaldo qbv , giày vàng , danh hiệukl . lionel messi cristiano ronaldo",[1. 1.],1426
1427,chuc chau luôn vui khoe.ca nươc rât mưng .,[0. 0.],1427
1428,"quá_khổ , sao chính_quyền lại có_thể dễ_dàng để cháu bị người không đủ hành_vi dân_sự tiếp_tục bạo_hành vậy lẽ_ra cháu phải được chính_quyền can_thiệp triệt_để ngay khi được thông_báo lần đầu thì cháu bớt khổ lâu rồi , tội_nghiệp cháu quá",[1. 0.],1428
1429,"nên kéo_dài phố đi bộ hai_bà_trưng đến đường điện_biên_phủ , tiếp_giáp công_viên lê_văn tám , để người_dân gởi xe ở đây và sử_dụng xe đạpxe đạp điện công_cộng hay bus điện để vào trung_tâm .",[1. 0.],1429
1430,"trong ráp chắc chỉ có binz là tui thấy trưởng_thành nhất , cậu này nhận_xét trong nhiều chương_trình thấy rất có_tâm",[0. 0.],1430
1431,"cái bóng của cr quá lớn ở real . mùa vừa_rồi có_thể vô_địch laliga là do barca suy_yếu và si không muốn cống_hiến , nội_bộ lục_đục . mùa này nếu vẫn chủ_quan không tăng_cường , làm mới lực_lượng thì dự_đoán real trầy_trật ở top la liga và tứ_kết c giống barca và si mấy năm vừa_qua .",[1. 0.],1431
1432,"clb nào cũng có thịnh có suy thôi , tôi nghĩ_lại hơn năm trước ở nha liv , mc có ai muốn đến không , giờ như nào thì cũng đã rõ , để xây_dựng đế_chế kiểu sir alex ở cái thời_buổi kim_tiền này , e là khó . giờ xem mu đá vì thói_quen chứ cái chất quỷ thời hoàng_kim đâu còn",[0. 0.],1432
1433,"cảm_ơn thầy , vừa học từ mới , vừa học cách phát_âm chuẩn ạ . nhất video lưỡng tiện",[0. 0.],1433
1434,"i gần như ko có đối_thủ trong cùng phân khúc , đẹp phết",[0. 0.],1434
1435,"mình đang chạy i sedan phục_vụ gia_đình là chủ_yếu nhà người , thi_thoảng chạy chuyến dịch_vụ , cảm_nhận khá là ok trong phân khúc a , cốp rộng , xăng ăn ít . kiểm_tra bảo_dưỡng theo định_kỳ , các cụ có câu của bền tại người .",[1. 0.],1435
1436,cầu_mong mọi người bình_an việt_nam cố lên đất_nước chiến_thắng,[0. 0.],1436
1437,vấn_đề muôn_thuở ý_thức,[0. 0.],1437
1438,"cầm thu là có thật , mẹ ruột , cậu ruôt mà có_thể làm đươc điều đó . thú dư không ăn thịt con , vậy dạng này là gì",[0. 1.],1438
1439,tôi thấy xấu_hổ khi xem trực_tiếp vài phút đầu_tiên và quyết_định không xem nữa .,[0. 0.],1439
1440,"phạt tỷ usd , giờ bmw lại triệu.nào là gian_lận khí_thải , nào_là khai khống doanh số.các fan cuồng đức vẫn hâm_mộ lắm .",[1. 0.],1440
1441,đầy đúng_đắn và ý_nghĩa,[0. 0.],1441
1442,thế_giới màu cam rồi .,[0. 0.],1442
1443,bale không cần phải bứt tốc như cách đây năm vì đã có_son làm thay.việc của cậu này là dùng kinh_nghiệm để mang đến đột_biến trong trận đấu .,[1. 0.],1443
1444,câu trả_lời cho bạn trong bài viết này httpsvnexpress.netdaulabiquyetsieudinhcuatraihau.html,[0. 0.],1444
1445,tội con . mong con mau khỏi . chỉ sợ con bị tâm_lý sau_này nữa chứ,[0. 0.],1445
1446,"săn_bắn sống chan_hoà với thiên_nhiên lạnh_giá , nghe_chừng có_vẻ buồn nhưng thật là tuyệt_vời",[1. 0.],1446
1447,thpt và thcs thì ý_thức cũng như hoạch_định kế_hoạch vẫn chưa hoàn_thiện được . nếu không có bài kiểm_tra hoặc thay_đổi phương_thức của bài kiểm_tra theo kiểu làm chuyên_đề thì các cháu sẽ không học . vì giờ có quá nhiều trò tiêu_khiển công_nghệ . như_vậy theo tôi cần có sự nghiên_cứu kỹ hơn .,[1. 0.],1447
1448,"nhìn rối_bời , do quy_hoạch_đô_thị rối_ren bởi quá_khứ , thành_ra bây_giờ xây như chữa_cháy chứ không quy cũ , hiện_đại để sáng xanh sạch_đẹp .",[1. 0.],1448
1449,ai_lại tới đội là khách mời euro pa người ta đang ở c danh_tiếng đó,[0. 0.],1449
1450,"bạn còn không mau làm nữa , giá đất làm gì có đáy , chỉ có chũng lại rồi tăng thôi .",[0. 0.],1450
1451,"vậy là schalke đã phá được kỷ_lục rồi , bàn không gỡ , khác với bàn có gở mm m đầu là munich , m sau là mess nha.cơ mà năm nào em cũng comment câu này năm nay bỏ bm ra khỏi bundesliga đi , đội còn lại tranh vô_địch giải , thôi . chứ bm khí_thế ngút trời cuối mùa vô_địch là cái chắc rồi.xem bài cái màn ngã dẫn tới pen của lê_văn nốp thật đẳng_cấp . ngẫm mà buồn , nếu là rô thì chắc gạch_đá ngút_ngàn . anh ngã vài bàn nữa chắc có người đặt anh là lewandowpen đómà nhìn con_số thật ái_ngại quá .",[1. 0.],1451
1452,xin cho hỏi nếu không có biển phân làn và dưới đuòng không có muổi tên thì oto xe_máy đi thế_nào cho đúng cám_ơn .,[1. 0.],1452
1453,"việc sử_dụng điện_thoại thông_minh , máy_tính , . công_cụ khoa_học , hiện_đại phục_vụ vào việc vui_chơi , giải_trí , học_hành thì không có gì bàn cải và luôn khuyến_khích ở đây , là xu_hướng tất_yếu của thời_đại . ở đây tôi đưa ra ý_kiến muốn sử_dụng điện_thoại trong giờ học thì hãy suy_nghĩ những vấn_đề xung_quanh nó có hoàn_thiện chưa mới áp_dụng như chúng_ta có app giáo_dục nào hoàn_chỉnh để tích_hợp vào chưa có giới_hạn thời_gian , thông_tin để các em không truy_cập lan_man , sai mục_đích . . việc sử_dụng điện_thoại thông_minh cũng là điều xa_xỉ đối_với học_sinh nghèo , miền núi , vậy làm_sao chúng tiếp_cận , có được phương_pháp học_tập tốt như ở đô_thị giáo_viên có được đào_tạo , . ứng_dụng này chưa , . rất nhiều câu hỏi mà bộ giáo_dục phải xây_dựng và trả_lời . ok thì áp_dụng . còn bây_giờ thì chưa có gì hết . áp_dụng bây_giờ thì ảnh_hưởng xấu nhiều hơn tốt.hãy nhìn các nước phát_triển vẫn cấm sử_dụng ở rất nhiều nước , các bác làm bên giáo_dục tham_khảo thêm . bây_giờ theo tôi thì chưa áp_dụng được .",[1. 0.],1453
1454,mình thì chỉ mong có đủ tiền mua chiếc xe để học theo clip này,[0. 0.],1454
1455,tôi ăn_chay và tự làm món chay . bởi thấy các món chay mà làm hình_thù giống món mặn nên k khoái,[1. 0.],1455
1456,mắc_cười nhất là câu các công_nhân tay_nghề mà chúng_tôi muốn tìm cũng đã t,[0. 0.],1456
1457,"chi đoc thôi cung đa thây sơ rôi chem ngươi . cươp cua rôi con băt ngươi , hiêp dâm nưa . cai nay phai phat thât năng đê chung no ngôi trong lao thât lâu . cho xa hôi đươc binh yên . chung no ma ra sơm lai ngưa qen đương cu khô lăm",[1. 0.],1457
1458,"rõ_ràng là trump làm cho biden cứng_họng nhiều lần , và bây_giờ biden đang tìm mọi cách hướng dư_luận ra khỏi những giây_phút hổ_thẹn đó .",[0. 0.],1458
1459,khốn_nạn quá,[0. 1.],1459
1460,khổ thế không biết . dịch_bệnh chưa dứt giờ lại bị ngộ_độc thực_phẩm . chúc mọi người sớm bình_phục và rút kinh_nghiệm cho việc lựa_chọn thực_phẩm sau_này .,[0. 0.],1460
1461,chúc_mừng bạn . bạn thật giỏi,[0. 0.],1461
1462,"ông lai xe bôn thât la vô y thưc , lai xe bô lao thât , đen đo ma_cô vươt lân sang lan xe may đê gây tai nan cho ngươi đi xe may , xuyt la chêt oan vơi hung thân nay rôi , nên tươc băng vinh viên va phạt nặng , đê tên nay ra đương lai gây tai hoa cho ngươi khac .",[1. 0.],1462
1463,"ông này mãi chả thấy già đi tí nào . ôi một thời tốn bao_nhiêu xiền mua băng cát xét mà chỉ là album của đan trường vs những bản hit nhạc hoa lời việt . h nghĩ_lại mà thứ âm_nhạc đã hoà_quyện cùng tuổi_thơ vẫn văng_vẳng đâu_đó trong đầu , trong tim .",[0. 0.],1463
1464,mua sớm năm còn hơn mua muộn phút .,[0. 0.],1464
1465,nói_chung ca này khó .,[0. 0.],1465
1466,"lâu_nay nhiều người đi xe đứcâuhàn đều có quan_niệm xe đứcâuhàn đi vài năm hưởng_thụ rồi đổi xe mới cho_nên không sợ chúng mau xuống cấphư hỏng . quan_niệm này đúng với những gì đang diễn ra với chất_lượng thực_tế của xe đứcâuhàn.họ còn quan_niệm là không nên nghĩ đến việc bán xe khi xe đứcâuhàn nhưng trên thực_tế thì lại lo lắngu sầu khi bán lại chúng vì rất ít người muốn mua xe cũ đứcâuhàn.mercedes a này đã năm_tuổi . đây là cái tuổi xe mà đa_số ai đi xe đứcâu đều mong_muốn bán đibỏ đi.thì hà_cớ gì bạn lại mang về để thay người chủ trước hầu_hạ nó triệu là số tiền nhỏ với người nàylớn với người kia nhưng điều quan_trọng bạn nên nhớ là người thông_minh không bao_giờ bỏ triệu ra chỉ để tốn thêm công_sức và tiền_bạc để hầu_hạ nó.xung quanh tôi , tôi thấy ai đi xe đứcâu đều trở_thành mẹ bỉm sữa xe đứcâu . thân",[1. 0.],1466
1467,thương lắm khúc ruột miền trung,[0. 0.],1467
1468,vất_vả với cuộc_sống mưu_sinh .,[0. 0.],1468
1469,"chưa có ngành nào như ngành y_học năm , cộng tháng thực_hành ở bệnh_viện để được chứng_nhận xin cấp chứng_chỉ , giờ tiếp_tục mất thêm tiền chứ không phải thêm chuyên_môn mới được hành_nghề",[1. 0.],1469
1470,"thực_ra dù bạn đạt . thì bạn vẫn không_thể bằng một người mỹ bình_thường về khả_năng ngôn_ngữ được , vì đó là tiếng_mẹ_đẻ của họ . mình rất khâm_phục bạn vì sự đam_mê ngôn_ngữ . tuy_nhiên mình muốn nói với mọi người là tiếng anh không phải là một thước_đo đúng và phù_hợp cho giáo_dục . nó chỉ là một kỹ_năng rất nhỏ trong tổng_thể để thành_công . đừng ép con mình nếu chúng chưa thích ngoại_ngữ",[1. 0.],1470
1471,"hợp_tác mở lớp , thu tiền , đào_tạo , cấp bằng rồi lại thu bằng.là cũng do trường cđ y_tế hà_tĩnh sai chứ đâu phải học_viên",[0. 0.],1471
1472,không bằng cầm_thú .,[0. 1.],1472
1473,"lại lần nữa cảnh_tỉnh về tình_trạng các cơ_sở sản_xuất nằm len_lỏi trong các điểm dân_cư đô_thị . quy_định về pccc đối_với các cơ_sở này và trách_nhiệm trong quản_lý trật_tự của chúng_ta . rất may không có thiệt_hại về người , nhưng là bài_học lớn . hi_vọng tương_lai tươi_sáng",[1. 0.],1473
1474,nhìn như tài_tử điện_ảnh vậy,[0. 0.],1474
1475,"ông sơn tùng tên bất_hiếu bớt sân_si cái đi . bale về lại đội bóng cũ tìm lại niềm vui_chơi bóng , thế thôi .",[1. 0.],1475
1476,"nên áp_dụng hình_phạt cao nhất và sửa lại độ tuổi chịu trách_nhiệm hình_sự , chứ với hành_vi côn_đồ và dã_man thế_này , ra ngoài lại sẽ là mối nguy_hiểm rất lớn cho xã_hội và cộng_đồng",[0. 0.],1476
1477,"cụ tuổi mà năm_ngoái còn giúp bạn tình đẻ một lô hơn năm chục trứng thì đúng là khiếp rồi , thôi tuổi này về với trời_đất cũng mãn_nguyện rồi xd",[1. 0.],1477
1478,đau_xót quá vừa buổi học đầu_tiên của năm_học mới . mong các con yên_nghỉ,[0. 0.],1478
1479,đúng là ma_tuý khiến con_người trở_thành ma,[0. 1.],1479
1480,venezuela miền đất sinh ra những hoa_hậu tuyệt_vời .,[0. 0.],1480
1481,"trời_ơi tuổi đi còn chưa vững nói gì bơi , cha_mẹ bận kiếm miếng_cơm_manh_áo để các con tự chăm_sóc nhau , thật tội_nghiệp các con . thiết_nghĩ dù thành_phố hay nông_thôn , dù nghèo hay giàu thì con_cái vẫn là tài_sản lớn nhất , hãy để_mắt đến các con , ngoài việc kiếm miếng cơm hãy tập thêm cho các con kỹ_năng khác . mong các con bình_an",[1. 0.],1481
1482,"thà làm phim còn hơn bởi vợ_chồng cô này chẳng bao_giờ thật lòng , toàn diễn .",[1. 1.],1482
1483,chả có gì phải quan_tâm quá e có tài đấy nhưng cuộc_sống e chắc gì đã được viên_mãn .,[0. 1.],1483
1484,vi_rút covid thật_sự khủng_khiếp,[0. 0.],1484
1485,nhìn bánh của ông hấp_dẫn hơn mấy loại bán tràn_lan ngoài đường,[0. 0.],1485
1486,"để di_chuyển từ trung_tâm thành_phố về q rất lâu , bất_tiện nhất là khi phương_tiện công_cộng như tàu_điện_ngầm chưa phát_triển .",[1. 0.],1486
1487,căn biệt_thự này cũng chỉ bằng cái móng tay mà vị đại_gia này chi ra thôi . hãy tiếp_tục quan_sát xem ông ta sẽ bị trày da thế_nào sau tai_nạn vì tội mua_bán trái_phép hoá_đơn này .,[1. 0.],1487
1488,"không biết nước_ngoài ntn chứ mình ủng_hộ nhà_trường . các em còn trong độ tuổi thiếu_niên nên tập_trung vào việc học , nếu cứ để cho các em tự_do thể_hiện cái tôi bằng vẻ bề_ngoài như_vậy thì đối_với trường_học là nơi tập_trung rất đông các thiếu_niên ở độ tuổi thích thể_hiện thì nhà_trường sẽ rất khó quản_lý hướng các em vào mục_tiêu chính là học_tập .",[1. 0.],1488
1489,bảng xếp_hạng hay thế có cả xe_tải hyundai porter mà_lại còn đứng thứ nữa .,[0. 0.],1489
1490,hồi trẻ các tuyến đường này là tuyến đi bộ của tôi rồi .,[0. 0.],1490
1491,"cũ mới_rồi chi_phí cũng lại đổ lên đầu khách hết . xăng tăng thì giá vé cũng lên , bến xa thì vé cũng sẽ cao hơn . tóm_lại thiệt_thòi vẫn là người_dân . dù đi bằng gì thì cũng thiệt .",[1. 0.],1491
1492,"chinh quyên nên câm tre em đi ăn_xin hoăc ban ve sô , v.v. phat hiên đươc la đưa vô lang tre sos đê nhưng ke mât nhân tinh không lơi dung tre em lam công cu kiêm tiên . hinh anh nhưng đưa tre đi ăn_xin thât đang thương , chinh quyên nên cưu giup tre đo cung la cach tao hinh anh tôt đep cho viet nam trong măt ngươi nươc ngoai va đo cung la cach bao vê tre em thiêt thưc nhât .",[1. 1.],1492
1493,mua toy khỏi cần lắp thêm gì nhé . vì có lắp cũng bằng_thừa,[0. 0.],1493
1494,nhìn như cầm chiếc giày nói_chuyện,[0. 0.],1494
1495,"xe gia_đình mà hay đi xa du_lịch thì chevrolet cruze cũng là lựa_chọn tốt , xe đi đầm , chắc nếu đi phố sẽ hơi hao xăng hơn các con cùng phân khúc nhưng so với độ an_toàn thì đáng là bao , bác cứ lên lái thử các xe và cảm_nhận đánh_giá rồi quyết chứ hỏi trên này thì giờ là cuộc đầu của phe hàn nhật rồi không tư_vấn được gì đâu",[1. 0.],1495
1496,"cứ tưởng cuộc_đời anh này sẽ tốt sau khi ra tù thì sau đó lại bị đi tù hix , người có tài đấy mỗi_tội sử_dụng không đúng cách thôi",[0. 0.],1496
1497,"khi mỗi tối gia_đình tôi học như đánh_vật , cả ngày ở lớp k nhớ nổi học những cái gì , vì quá nhiều bài_vở , cô lại phát những sách học thêm để tập tô , tập viết , mỗi buổi cả nhà stress . tôi k hiểu cải_cách giáo_dục kiểu gì nữa .",[0. 1.],1497
1498,"đi học chứ đâu đi làm showbiz , hay cầu_thủ đá banh . tui không ủng_hộ hớt_tóc kiểu bờm ngựa , hay như các cầu_thủ nước_ngoài , dạy con nghiêm_chỉnh chỉnh chu sống có kỷ_luật từ bé khi lớn ít gặp điều may rủi.những đứa tự_do cá_tính xăm trổ đầy người , sống buông_thả thành ngổ_ngáo hay bị vướng vòng pháp_luật",[1. 1.],1498
1499,thấy thật tự_hào,[0. 0.],1499
1500,nay ac quy chư không phai con_ngươi .,[0. 1.],1500
1501,tội_nghiệp quá a di đà phật nên đưa môn bơi_lội vào dạy cho học_sinh mẫu_giáo hay lớp ít_nhất cũng phải_biết cách giữ nổi cơ_thể,[1. 0.],1501
1502,thần_tượng . chúc anh hạnh_phúc,[0. 0.],1502
1503,hãy bán vàng và gởi tiền vào ngân_hàng . tầm tháng nữa hãy mua đất bạn nhé .,[1. 0.],1503
1504,"mẹ đẹp quá bảo sao con trai đẹp , nhưng nhìn mẹ trẻ đẹp như chị_gái",[0. 0.],1504
1505,"tự_do ngồi nhâm_nhi cafe mới thấy ý_nghĩa , công_sức của đội_ngũ y bs . cám_ơn các anh .",[0. 0.],1505
1506,thương các em quá . mong rằng các bạn trẻ hãy cân_nhắc thật kỹ trước những hành_động của mình . càng ngày có nhìu trẻ e bị bỏ_rơi nghe mà xót_xa .,[1. 0.],1506
1507,toàn những gương_mặt trẻ chúc các bạn luôn mạnh_khoẻ và luôn thành_công trong mọi lĩnh_vực,[0. 0.],1507
1508,"bánh_trung_thu , bánh_dẻo có_thể làm kích_cỡ vừa , nhỏ , to nhưng hình_dáng không nên thay_đổi quá nhiều , vì là truyền_thống từ nghìn năm mà , đã là truyền_thống thì phải có tính truyền thừa từ thế_hệ trước cho thế_hệ sau chứ không phải thế_hệ sau biết rồi đột_ngột thay_đổi đến mức không ai nhận ra , nếu đổi_mới hình_dáng thì nên gọi là bánh d , hình heo , nhím , dâu_tây , màu tím vàng xanh_đỏ . từ ánh nhìn đầu_tiên , xin hỏi ai nhìn vào sẽ biết ngay đó là bánh_trung_thu xin_lỗi , tính mình rất thích lịch_sử , văn_hoá , mình thấy rất nguy_hiểm khi tết trung_thu , bánh_trung_thu . trở_nên xa_lạ như_vậy , có ông bố bà mẹ nào nghĩ đến sau_này khi hỏi đứa con , cháu của họ giữa cái bánh hình động_vật , hoa_lá và bánh theo khuôn truyền_thống đứa trẻ vô_tư trả_lời hình động_vật , hoa_lá màu_sắc kia là bánh_trung_thu mà thế_hệ hơn nghìn năm trước đã làm",[1. 0.],1508
1509,"ngày nào cũng thế , đã có quy_định rõ_ràng phương_tiện thô_sơ chỉ đc chạy làn trong cùng , xe_máy chạy làn trong , xe_hơi làn giữa và làn ngoài cùng . cứ ông lách ra làn ngoài là cả đoàn tách theo . đã chứng_kiến người đi xe_đạp bị húc văng khi vượt đèn , khi hỏi thì lại bảo tại_sao không biết nhường đoàn đua",[1. 0.],1509
1510,"đồng hlv trưởng như một trò_đùa . thế mới thấy những quyết_định lạ_lùng ở vleague không thiếu . mình từ_chối hiểu quyết_định lần này của bầu đức , vòng lẩn_quẩn thật sự.vị trí gđkt hlv cứ thay_đổi theo kiểu xoay tròn thế_này thì đội bóng bao_giờ thôi lo trụ hạng",[1. 0.],1510
1511,tuyệt_vời . xin chúc_mừng các bệnh_nhân và đội_ngũ y bác_sỹ,[0. 0.],1511
1512,"thật_sự không hiểu nổi sao còn tồn_tại những người mẹ , người cha đánh_đập , hành_hạ chính con_ruột của mình như_vậy . thời_gian sẽ xoá vết_thương trên thân_thể , nhưng vết_thương trong tâm_hồn thì không .",[1. 1.],1512
1513,"tiếng việt mới có phần tinh_giản hơn nhưng thời_lượng được kéo_dài hơn , tăng từ lên tiết . như_vậy , về mặt khoa_học , học_sinh không hề phải học nặng hơn . tinh_giản hơn là tinh_giản cái gì mà thời_lượng lại tăng thêm tiết không nặng về nội_dung nhưng nặng thêm thời_gian thi cũng như.không",[1. 0.],1513
1514,"cái hay của bale là luôn toả sáng đúng lúc , đúng thời_điểm . bale không may_mắn vì thể_chất hay chấn_thương nên không bao_giờ đạt đến tầm của ro và si . nhưng nếu so nhưng về hiện với neymar thì khi bale khoẻ_mạnh còn toả sáng nhiều trận quan_trọng hơn neymar , kĩ_thuật không bằngquả thì ăn_đứt . tất_nhiên là trên tầm hazard và phần còn lại . chúc bale luôn khoẻ_mạnh mùa này . cảm_ơn bale vì những đóng_góp to_lớn cho real .",[1. 0.],1514
1515,"mua xe để đi làm đương_nhiên là chọn fadil rồi , xe tốt , hậu_mãi tốt , dịch_vụ chính hãng chuyên_nghiệp và giá rẻ . mặc_dù đang chạy i nhưng vẫn phải dành lời khen cho fadil .",[1. 0.],1515
1516,"hổ dữ còn không ăn thịt con , nỡ lòng nào",[0. 0.],1516
1517,mức tiêu_thụ xăng thì phải dựa vào các yếu_tố dung_tích xi_lanh . hộp_số . khối_lượng xe . kỹ_thuật lái_xe . bạn không nên nhầm_lẫn giữa hao_mòn và hư_hỏng . đa_số các xe đều có chất_lượng như nhau nên xe chỉ bị hư_hỏng khi gặp sự_cố mà thôi .,[1. 0.],1517
1518,"cháu xin chúc chú và em bôm luôn vui sống , an yên và gặp nhiều may_mắn . mỗi lần cháu đọc tin về em bôm là thấy cuộc_đời thêm tươi_sáng",[0. 0.],1518
1519,những người bị ngộ_độc đã ăn và nhập_viện ngày . ngay bộ y_tế khuyến cáo.mấy thánh đọc cho kỹ,[0. 0.],1519
1520,atp tuyệt_vời luật là luật . cố lên các tay_vợt giờ thì biết tại_sao nole thành_lập ptpa rồi đấy . làm tốt lắm atp .,[1. 0.],1520
1521,sao ko thả lại tự_nhiên,[0. 0.],1521
1522,"nếu tôi là sancho tôi sẽ tự hỏi , clb có_thể mất , năm xây_dựng rồi vô_địch ko tôi nghĩ là ko , tại_sao ư từ khi sir alex nghỉ clb đã đổ tiền xây_dựng từ cầu_thủ cho đến hlv và bây_giờ nó như đắp cái chăn vậy , che đầu hở chân , che chân hở đầu , ko tiến_bộ , cho đến giờ vẫn luẩn_quẩn như lối chơi vậy , lúc hàng công vấn_đề , lúc hàng thủ vấn_đề , cứ dắp chỗ này hổng chỗ kia . đó là còn chưa kể nha còn đó pep và klopp , hlv tài_ba nhất thế_giới , họ có bộ_óc sáng_tạo ra chiến_thuật , xây_dựng lên lối chơi đã từng đứng lên đỉnh châu_âu . như klopp khi ông đến liv là ở vị_thế sau các clb khác rất nhiều , tài_chính , đội_hình . sau đó thế_nào , thu_hẹp khoảng_cách , rồi vượt qua và giờ ngự_trị ở top , chưa thấy có dấu_hiệu đi xuống . khi klop ở sau còn bị vượt mà bây_giờ ở sau đến cả dặm chừng điểm ở nha thì lý_do nào để tin rằng sol có_thể vượt qua những hlv như_vậy , kinh_nghiệm tài_năng những nhân_tố con_người sẵn có tôi ko tin hoặc ít_ra chưa thấy dấu_ấn nào để tin .",[0. 1.],1522
1523,covid đang là lúc để mua vào vì giá rẻ . nhưng bán ra hoei khí thời_điểm này . để vài năm nhất_định giá bds sẽ lên,[1. 0.],1523
1524,"tội_nghiệp mấy bé quá . người_lớn lúc ốm_đau , nằm viện còn rất cần người_thân bên cạnh , còn các em đã mồ_côi lại còn thế_này nữa , thật là thiệt_thòi cho các e quá hãy cố_gắng sống tốt nha các e .",[1. 0.],1524
1525,"công_chúa nhạc pop có khác , đúng là đỉnh_cao .",[0. 0.],1525
1526,xe việt_nam vẫn quá đắt và đường xá thì quá kém,[0. 1.],1526
1527,"ở đâu cũng có những kẻ vô_ý_thức , tội_nghiệp con cua bé",[0. 0.],1527
1528,"hoan_hô các anh chúc các anh sức_khoẻ , nhiết huyết , tận_tâm . tiêu_diệt hết lũ ma_quỷ cho xã_hội bình_yên , nhà_nhà yên_ấm , người_người tươi_vui .",[1. 0.],1528
1529,"mang gi cung đươc , chi mong câu đưng mang cai khi chât golfer tư real sang spurs la mưng rôi .",[1. 0.],1529
1530,nếu lúc vàng đạt tr bán đi rồi giờ mua lại cũng được khoản rồi . giờ mới suy_nghĩ bán thì hơi thiệt,[0. 0.],1530
1531,thật tuyệt,[0. 0.],1531
1532,nước nào cũng phòng_chống dịch quyết_liệt như việt_nam thì covid không còn xuất_hiện trên thế_giới nữa rồi . tự_hào quá việt_nam ơi,[0. 0.],1532
1533,"ông phải xét_nghiệm tới chủ_nhật , nếu vẫn âm_tính mới yên_tâm . ông trump bữa thứ ba chắc đã nhiễm rồi , lây cho ông thì thứ_sáu âm_tính cũng chưa chắc .",[1. 0.],1533
1534,giảm án cho đi là hợp_tình_hợp_lí,[0. 0.],1534
1535,sao không về penunited để sút pen ghi_bàn lập kỷ_lục hè,[1. 0.],1535
1536,ấn_độ vẫn còn quá cổ_hủ và phân_biệt giai_cấp quá lớn không xứng với vị_thế một cường_quốc .,[1. 0.],1536
1537,"rất hiểu ích , cám_ơn bạn .",[0. 0.],1537
1538,thời_gian đã quên anh mất rồi,[0. 0.],1538
1539,ngày mới hy_vọng mới và niềm tin mới . chúc thế_giới an_lành .,[0. 0.],1539
1540,thật đáng tự_hào . chúc_mừng em,[0. 0.],1540
1541,nghe thì cũng mừng nhưng cộng_đồng đông đâu có xét_nghiệm hết nên vẫn phải cảnh_giác .,[0. 0.],1541
1542,"chúc bé hồi_phục sức_khoẻ , sớm trở_lại trường thực_hiện ước_mơ cuộc_đời . chúc cháu khoẻ , thành_công trong cuộc_sống",[0. 0.],1542
1543,"ai cũng hô_hào đóng_cửa phòng_dịch thì những người đi học đi làm xa xứ mắc_kẹt xứ người phải làm_sao nhỉ . mở_cửa phần chứ ko mở_toang , tức_là chỉ những chuyên_gia , lao_động nước_ngoài hoặc công_dân vn tại nước_ngoài đã đến hạn về nước là điều hoàn_toàn cần_thiết . có ai bảo mở_toang cho khách du_lịch quốc_tế thích đến thì đến đâu mà các bác phản_đối ầm_ầm thế .",[1. 0.],1543
